,Rank,Release Group,Worldwide,Domestic,%,Foreign,%,imdb_id,movieDB_id,cast name and character
144,145,Monkey King Reborn,"$13,002,635",-,-,"$13,002,635",100%,tt14391088,811634.0,"Bian Jiang: Sun Wukong
Cai Haiting: 
Su Shangqing: 
Zhang Lei: 
He Zhang: 
Lin Qiang: 
Liu Sicen: 
Wang Chenguang: 
Song Ming: 
Feng Sheng: 
Zhang Yaohan: 
Bai Xuecen: 
Qiu Qiu: 
"
145,146,No Escapes,"$12,916,151",-,-,"$12,916,151",100%,tt12200256,585257.0,"Konstantin Khabenskiy: Aleksey Pavlovich Sokolov
Andrey Smolyakov: Vladimir Ivanovich Gromov
Irina Gorbacheva: Zoya
Victor Dobronravov: Pyotr Velichuk
Ivan Yankovsky: Roman Ilin
Roman Kurtsyn: Sergey Zotov
Yuriy Kuznetsov: Georgich
Tikhon Zhiznevsky: Maksim Shustov
Mariya Baeva: bride
Anton Bogdanov: Kostik
Miroslava Malyshkina-Malinovskaya: 
Stasya Miloslavskaya: Katya
Mikhail Orlov: Vitya
Evgeniya Dmitrieva: Nina
Viktor Sukhorukov: Akopych
Aleksandr Oblasov: Valera
Boris Dergachev: Pavel Borisov
Milan Malyshkin-Malinovsky: Bogdan
Kamil Khardin: witness
Maksim Kolpachkov: 
Igor Tsaregorodtsev: the best man
Tatyana Bedova: Georgich's wife
Tatiana Tuzova: Natasha
Nikolay Auzin: Mikhail
Evdokiya Lavrukhina: shy bridesmaid
Polina Dudkina: Oksana
Mariya Antonova: operator
Konstantin Ilyukhin: instructor
Anton Yuryev: fat pilot
Aleksey Bichkov: insecure pilot
Anna Galinova: hairy maid
Yuliya Serina: mother with many children
Yekaterina Kopanova: chubby bridesmaid
Valentina Panina: playful old woman
Denis Moiseev: driver Mikhail
Polina Voronova: good mom
"
146,147,The Bodin's in the Land of Smile,"$12,872,253",-,-,"$12,872,253",100%,,,
147,148,School of Magical Animals,"$12,856,508",-,-,"$12,856,508",100%,tt11455260,793937.0,"Emilia Maier: Ida Kronenberg
Leonard Artur Conrads: Benjamin 'Benni' Schubert
Loris Sichrovsky: Jo Wieland
Nadja Uhl: Mary Cornfield
Justus von Dohnányi: School principal Heribert Siegmann
Heiko Pinkowski: Willi Wondraschek
Marleen Lohse: Elvira Kronenberg - Ida's mother
Milan Peschel: Mortimer Morrison
Max von der Groeben: Fox 'Rabbat'
Katharina Thalbach: Turtle 'Henrietta'
Sophie Rois: Magpie 'Pinkie'
Levi Kazmaier: Henry von Waldenfels
Thilo Fridolin Matthes: Max Kramer
Emil Mascheck: Matteo
Tristan Schreck: Edgar 'Eddie' Petersen
Lauri Kröck: Lothar Roggenthiel
Rike Schmid: Jos Mama
Jakob Weingärtner: Samuel 'Schoki' Trewes
"
148,149,The Many Saints of Newark,"$12,737,403","$8,237,403",64.7%,"$4,500,000",35.3%,tt8110232,524369.0,"Alessandro Nivola: Dickie Moltisanti
Leslie Odom Jr.: Harold McBrayer
Michael Gandolfini: Teenage Tony Soprano
Ray Liotta: ""Hollywood Dick"" Moltisanti / Salvatore “Sally” Moltisanti
Michela De Rossi: Giuseppina Moltisanti
Vera Farmiga: Livia Soprano
Corey Stoll: Junior Soprano
Jon Bernthal: Johnny Soprano
Billy Magnussen: Paulie Walnuts
John Magaro: Silvio Dante
Talia Balsam: Mrs. Jarecki
Patina Miller: Queen Isola
Joey Diaz: Buddha
Germar Terrell Gardner: Cyril
Michael Imperioli: Christopher Moltisanti (voice)
Samson Moeakiola: Pussy Bonpensiero
Alexandra Intrator: Teenage Janice Soprano
Gabriella Piazza: Joanne Moltisanti
Mason Bleu: Leon Overall
Aaron Joshua: Jaleel
Lesli Margherita: Iris Balducci
Kathryn Kates: Angie DeCarlo
Nick Vallelonga: Carmine Cotuso
Ed Marinaro: Jilly Ruffalo
William Ludwig: Young Tony Soprano
Mattea Conforti: Young Janice Soprano
Matteo Russo: Young Artie Bucco
Robert Vincent Montano: Teenage Artie Bucco
Chase Vacnin: Teenage Jackie Aprile
Rob Colletti: Julie DeRogatis
De'Jon Watts: Landers
Nick DeMatteo: Guitarist
Matt Grossman: Drummer
Chris LaPanta: Army Recruiter
Patricia Squire: Old Auntie
Amelia Fowler: Candy Store Nurse
Prema Cruz: Wynetta
Maliq Johnson: Kevin
Sam Labovitz: Bruno
Daryl Edwards: Julius
Matthew Elam: Ray Ray
Anthony Angelo Pizza, Jr.: Catholic School Boy
Audrey Bennett: Catholic School Girl
Nicola Gabriele: Club Waiter
Spenser Granese: Man in the Cowboy Hat
Michael Zegarski: Funeral Director
Michael Kaves: Funeral Wiseguy #1
Vinnie Costanza: Teenage Boy
Ian Unterman: Softball Parent #1
Lizzy Plimpton: Softball Parent #2
Erik Weiner: Teacher
Alex Morf: Police HQ Copper
Bryce Burke: Ice Cream Truck Driver
Joel Boyd: Activist On Stage
William Youmans: Judge Lambert
Andrew Polk: Taxi Passenger
Ohene Cornelius: Taxi Driver
Craig Geraghty: Soprano Kids Copper
Nygel Bush: Fallen Son
Carrie Compere: Crying Mother
Oberon K.A. Adjepong: Frank Lucas
Lexie Foley: Barbara Soprano
Phyllis Pastore: Aunt Concetta
Tatienne Hendricks-Tellefsen: Paulie’s Goomar
Ayodele Olatunji: Tabernacle Band #1
CJ Fly: Tabernacle Band #2
Dessy Hinds: Tabernacle Band #3
Laurie Sheppard: Building Manager
Marianne Ferrari: Female Neighbor
Julian Lerner: Rico (Tony’s Friend)
Stella Chivee: Frank Lucas’ Daughter
Louis Vanaria: Wise Guy
Latoya Edwards: Frank Lucas’ Girlfriend
John Borras: Bishop
Jodi Capeless: Aunt Gemma
Lauren DiMario: Teenage Carmela De Angelis
Danny Schoch: Chickie Sasso (uncredited)
"
149,150,Character,"$12,571,501",-,-,"$12,571,501",100%,tt0119448,17139.0,"Jan Decleir: Dreverhaven
Fedja van Huêt: Katadreuffe
Betty Schuurman: Joba
Tamar van den Dop: Lorna Te George
Victor Löw: De Gankelaar
Lou Landré: Rentenstein
Jaap Spijkers: Neighbour
Hans Kesting: Jan Maan
Mark Rietman: Van Rijn
Frans Vorstman: Inspector de Bree
Fred Goessens: Schuwagt
Jasper Gottlieb: Jacob (6 years old)
Marius Gottlieb: Jacob (6 years old)
Pavlik Jansen op de Haar: Jacob (12 years old)
Jack Hedley: Mr. Forester
Cas Jansen: Opstandeling
Peter Paul Muller: 
Marcel Hensema: 
"
150,151,On Your Mark,"$12,100,000",-,-,"$12,100,000",100%,tt11317408,839919.0,"Wang Yanhui: Xiao Daming
Zhang Youhao: Xiao Erdong
Gong Beibi: Xia Lu
Junhao Li: 
He Nan: 
Liang Zhao: 
Yu Li: 
Liu Jinshan: 
Feng Wenjuan: 
"
151,152,Stand by Me,"$11,900,000",-,-,"$11,900,000",100%,tt0092005,235.0,"Wil Wheaton: Gordie Lachance
River Phoenix: Chris Chambers
Corey Feldman: Teddy Duchamp
Jerry O'Connell: Vern Tessio
Kiefer Sutherland: Ace Merrill
Casey Siemaszko: Billy Tessio
Gary Riley: Charlie Hogan
Bradley Gregg: Eyeball Chambers
Jason Oliver: Vince Desjardins
Marshall Bell: Mr. Lachance
Frances Lee McCain: Mrs. Lachance
Bruce Kirby: Mr. Quidacioluo
William Bronder: Milo Pressman
Scott Beach: Mayor Grundy
Richard Dreyfuss: The Writer
John Cusack: Denny Lachance
Madeleine Swift: Waitress
Popeye: Chopper
Geanette Bobst: Mayor's Wife
Art Burke: Principal Wiggins
Matt Williams: Bob Cormier
Andy Lindberg: Lardass Hogan
Dick Durock: Bill Travis
O.B. Babbs: Lardass Heckler #1
Charlie Owens: Lardass Heckler #2
Kenneth Hodges: Donelley Twin
John Hodges: Donelley Twin
Susan Thorpe: Fat Lady
Korey Scott Pollard: Moke
Rick Elliott: Jack Mudgett
Kent W. Luttrell: Ray Brower
Chance Quinn: Gordon's Son
Jason Naylor: Gordon's Son's Friend
"
152,153,On the Line,"$11,772,156",-,-,"$11,772,156",100%,tt0279286,34043.0,"Lance Bass: Kevin Gibbons
Joey Fatone: Rod
Emmanuelle Chriqui: Abbey
James Bulliard: Randy Francis
Al Green: Himself
Tamala Jones: Jackie
Richie Sambora: Mick Silver
Amanda Foreman: Julie
Dan Montgomery Jr.: Brady
Dave Foley: Higgins
Jerry Stiller: Nathan
David Fraser: Barret
Jenny Parsons: Margie The Receptionist
Kristin Booth: Sam
GQ: Eric
Allen Alvarado: Boy
Justin Timberlake: Make-Up Artist
Chris Kirkpatrick: Angelo
Ananda Lewis: Herself
Sammy Sosa: Himself
Damon Buford: Himself
Eric Young: Himself
"
153,154,The Fable: The Killer Who Doesn't Kill,"$11,325,545",-,-,"$11,325,545",100%,tt13017204,734519.0,"Junichi Okada: Akira Sato (Fable)
Fumino Kimura: Yoko
Shinichi Tsutsumi: Utsubo
Yurina Hirate: Hinako Saba
Masanobu Ando: Suzuki
Mizuki Yamamoto: Misaki
Jiro Sato: Takoda
Kai Inowaki: Kuro
Ken Yasuda: Ebihara
Koichi Sato: Boss
Jun Kurose: Isaki
Masao Yoshii: Etsuji Kainuma
Manami Hashimoto: Ai
Daisuke Miyagawa: Jackal Tomioka
"
154,155,What Did You Eat Yesterday?,"$11,320,893",-,-,"$11,320,893",100%,tt9657792,,
155,156,Aline,"$11,071,420","$591,873",5.3%,"$10,479,547",94.7%,tt9735462,498402.0,"Valérie Lemercier: Aline Dieu
Sylvain Marcel: Guy-Claude Camard
Arnaud Préchac: Anglomard Dieu, 18 ans
Michel Drucker: Lui-même
Denis Lefrançois: Jean-Claudin Dieu
Danielle Fichaud: Sylvette Dieu
Roc LaFortune: Anglomard Dieu
Antoine Vézina: Jean-Bobin Dieu
Sonia Vachon: Martine Lévêque
Pascale Desrochers: Pascale Dieu
Victoria Sio: (Aline singing voice)
Jean-Noël Brouté: Fred
Marc Béland: Obstétricien New York
Christian Bordeleau: Présentateur première TV
Yves Jacques: Présentateur deuxième TV
Alain Zouvi: Docteur Lablanchette
Jennie-Anne Walker: Présentatrice TV
Michel Laliberté: Animateur talk-show
Elsa Tauveron: Sylvette Dieu, 18 ans
Mathieu Dufresne: Le père d'Anglomard
Manuel Sinor: Le mari de Jeannette
Geneviève Boivin-Roussy: Pierrette Dieu
Geneviève Morissette: Josette Dieu
Caroline Rabaliatti: Bernadette Dieu
Martine Fontaine: Antoinette Dieu
Rosaline Deslauriers: Claudette Dieu
Nadine Girard: Lucette Dieu
Benoît Lavoisier: Jean-Sylvain Dieu
Laurent Bariteau: Jean-Damien Dieu
Denis Leluc: Jean-Colin Dieu
Didier Blin: Jean-Christin Dieu
Rebecca Potok: La professeur d'anglais
Véronique Baylaucq: Blandine
Paul Taylor: Vincent concours Dublin
Jean-François Porlier: Instituteur Aline
Stéphan Wojtowicz: Technicien coulisses
Paul Preston: Sosie Las Vegas
Agathe de La Boulaye: Rédactrice shooting photo
Laurent Francius: Chauffeur Aline
Maxime Gervais: (uncredited)
"
156,157,Harry Potter and the Sorcerer's Stone 2021 Re-release,"$10,795,457","$799,342",7.4%,"$9,996,115",92.6%,,,
157,158,Krack,"$10,442,916",-,-,"$10,442,916",100%,tt8302382,784572.0,"Ravi Teja: CI Potharaju Veera Shanker
Shruti Haasan: Kalyani
Samuthirakani: Katari Krishna
Venkatesh: Narrator
Varalaxmi Sarathkumar: Jayamma
P. Ravi Shankar: Konda Reddy
Posani Krishna Murali: Superintendent of Police
Ali Basha: Shankar's Friend
Mouryani: Katari's daughter
Chirag Jani: Saleem Bhathkal
Jeeva: Local Rowdy
Apsara Rani: Special Apperance  in the song ""Bhoom Bhaddhal""
Saptagiri: Subba Reddy
Sudhakar Komakula: Constable Kiran
Stun Siva: Ankudu
Ashrita Vemuganti: Manamma
Devi Prasad: SI  Thilak
Gulabi Srinu: Gulabi
Vamsee Chaganti: SI Balaji
Sathwik Biruda: Cheeku
Hyper Adhi: 
Priyanka Raman: Deepthi Bedi
Mahesh Achanta: 
Kathi Mahesh: 
Pammi Sai: 
Goparaju Ramana: 
BVS Ravi: Bystander
"
158,159,Kaiserschmarrndrama,"$10,357,720",-,-,"$10,357,720",100%,tt11034894,700578.0,"Sebastian Bezzel: Franz Eberhofer
Simon Schwarz: Rudi Birkenberger
Lisa Maria Potthoff: Susi
Michael Ostrowski: Günther
Enzi Fuchs: Grandmother Eberhofer
Daniel Christensen: Ignaz Flötzinger
Eisi Gulp: Father Eberhofer
Maria Hofstätter: Beischl
Thomas Mraz: Mr. Kitzeder
Gerhard Wittmann: Leopold Eberhofer
Stephan Zinner: Metzger Simmerl
Ferdinand Hofer: Max Simmerl
Thomas Kügel: Bürgermeister
Sigi Zimmerschied: Moratscheck
Konrad Hollenstein: Konrad Hollenstein
Max Schmidt: Wolfi
Sarah Viktoria Frick: Mrs. Kitzeder
"
159,160,"Caution, Hazardous Wife: The Movie","$10,356,359",-,-,"$10,356,359",100%,tt11477842,706566.0,"Haruka Ayase: Nami Isayama / Kumi
Hidetoshi Nishijima: Yuhki Isayama / Yuji
Kosuke Suzuki: Shinji Yabe
Kenshi Okada: Juri Iwao
Atsuko Maeda: Reiko Saegusa
Minosuke: Yoshifumi Yokoo
Yosuke Asari: Daigo Kobayashi
Yuu Yashiro: Kaho Kobayashi
Shingo Tsurumi: Kyohei Kamioka
Naomasa Musaka: Haruo Igarashi
Shiro Sano: Nobuo Asanuma
Rei Dan: Yoko Sakaue
Fumiyo Kohinata: Akira Ikebe
"
160,161,Realm of Terracotta,"$10,341,512",-,-,"$10,341,512",100%,tt10075380,840437.0,
161,162,Detective Conan: The Scarlet Alibi,"$10,308,627",-,-,"$10,308,627",100%,tt13884166,801293.0,"Minami Takayama: Conan Edogawa (voice)
Wakana Yamazaki: Ran Mouri (voice)
Rikiya Koyama: Kogoro Mouri (voice)
Shuuichi Ikeda: Shuichi Akai (voice)
Megumi Hayashibara: Ai Haibara (voice)
Noriko Hidaka: Masumi Sera (voice)
Toshiyuki Morikawa: Shukichi Haneda (voice)
Atsuko Tanaka: Mary Sera (voice)
"
162,163,Never Stop,"$10,224,935",-,-,"$10,224,935",100%,tt14778138,820614.0,"Ryan Zheng Kai: 
Li Yunrui: 
Cao Bingkun: 
Zhang Lanxin: 
Sandrine Pinna: 
Guo Tiecheng: 
"
163,164,Sumikko Gurashi The Movie: The Magical Child Of The Blue Moonlit Night,"$9,735,732",-,-,"$9,735,732",100%,tt16022372,,
164,165,Black Box,"$9,615,393",-,-,"$9,615,393",100%,tt12298506,716258.0,"Mamoudou Athie: Nolan
Phylicia Rashād: Lillian
Amanda Christine: Ava
Tosin  Morohunfola: Gary
Charmaine Bingwa: Miranda
Donald Watkins: Thomas
Troy James: Backwards Man
Nyah Marie Johnson: Ashley
Najah Bradley: Rachel
Betsy Borrego: Assistant
Andrea Cohen: Ms. Everts
Justin David: Student
Scott Green: Reporter
Gretchen Koerner: Cathy
Han Soto: Doctor Reed
"
165,166,The Soul,"$9,600,000",-,-,"$9,600,000",100%,tt13598976,773569.0,"Chang Chen: Liang Wen-Chao
Janine Chang: A-Bao
Christopher Lee Ming-Shun: Wan Yu-Fan
Sun Anke: Li Yan
Hui-Min Lin: Wang Tian-You
Samuel Ku: Wang Shi-Cong
Lu Hsueh-Feng: Maid Zhang
Zhang Baijia: Tang Su-Zhen
He-Hsuan Lin: Lai Cheng-Guang
Robin Lee: Wan Yu-Fan's Lawyer
Dao Nan Wang: Liu Sir
Chang Che-Hao: A-Liang
Tai-chi Fan-Chiang: Li Yan's Lawyer
"
166,167,¡A todo tren! Destino Asturias,"$9,544,171",-,-,"$9,544,171",100%,tt13150080,800823.0,"Santiago Segura: Ricardo
Leo Harlem: Felipe
El Cejas: Unai
David Guapo: Arturo
Alan Miranda: Marcos
Eneko Otero: Nacho
Luna Fulgencio: Lara
Javier García: Fernandito
Sirena Segura: Diana
Verónica López: Cristinita
Joaquín Reyes: Ramón
Florentino Fernández: Lucas
Eduardo Antuña: Farmer
Alberto Casado: Train Waiter
Itziar Castro: Shotgun Woman
Martita de Graná: Lara's Mother
Antonio de la Torre: Avilés Watchman
Marta González de Vega: Civil Guard Agent #1
Eva Isanta: Raquel
Boris Izaguirre: 
Javier Losán: Civil Guard Agent #2
Goizalde Núñez: Train Station Lady
Paz Padilla: Susana - Unai's Mother
Cristina Pedroche: Madrid Passenger
Antonio Resines: Spot Actor
Sara Sálamo: Hippie Girl
Jorge Sanz: Train Womanizer
Santiago Urrialde: Taxi Driver
Paz Vega: Clara
Josema Yuste: Spot Director
"
167,168,Baragaki: Unbroken Samurai,"$9,481,437",-,-,"$9,481,437",100%,tt11487698,726894.0,"Junichi Okada: Toshizo Hijikata
Ko Shibasaki: Oyuki
Ryohei Suzuki: Isami Kondo
Ryosuke Yamada: Soji Okita
Hideaki Ito: Kamo Serizawa
Taka Takao: Genzaburo Inoue
Junpei Yasui: Keisuke Yamanami
Ayumi Tanida: Shinpachi Nagakura
Kouhei Matsushita: Hajime Saito
Satoshi Kanada: Heisuke Todo
Daisuke Muramoto: Susumu Yamazaki
Ukon Onoe: Katamori Matsudaira
Yuki Yamada: Yoshinobu Tokugawa
Minosuke Bando: Emperor Komei
Masahiro Takashima: Hachiro Kiyokawa
Akira Emoto: 
Masachika Ichimura: Kakuan Honda
Uta Yorikawa: Ginnosuke Tamura
Mitsuo Yoshihara: Kashitaro Ito
"
168,169,Ainbo,"$9,017,653",-,-,"$9,017,653",100%,tt6570098,588921.0,"Lola Raie: Ainbo
Alejandra Gollas: Chuni
Thom Hoffman: DeWitt
Bernardo de Paula: Huarinka
Dino Andrade: Dillo
Yeni Alvarez: Lizeni
Rene Mujica: Atok
Susana Ballesteros: Motelo Mama
Naomi Serrano: Zumi
Gerardo Prat: Conibo
Rico Sola: Pelejo
"
169,170,All About My Mother,"$8,900,000",-,-,"$8,900,000",100%,tt0185125,99.0,"Cecilia Roth: Manuela
Marisa Paredes: Huma
Penélope Cruz: Rosa
Candela Peña: Nina
Antonia San Juan: Agrado
Rosa María Sardà: Rosa's Mother
Toni Cantó: Lola
Eloy Azorín: Esteban
Fernando Fernán Gómez: Rosa's Father
Carlos Lozano: Mario
Fernando Guillén: Actor ""Doctor""
Manuel Morón: Doctor 1
José Luis Torrijo: Doctor 2
Malena Gutiérrez: Malena
Yael Barnatán: Yael
Juan José Otegui: Ginecólogo
Michel Ruben: Alex
Carme Fortuny: Carmen
Patxi Freytez: Farmacéutico
Carlos García Cambero: Heart Recipient
Agustín Almodóvar: Taxista
Cayetana Guillén Cuervo: Mamen (uncredited)
Fito Páez: Espectador (uncredited)
Carmen Balagué: (uncredited)
Juan Marquez: (uncredited)
Lola García: (uncredited)
Esther García: (uncredited)
"
170,171,The Eleventh Chapter,"$8,845,525",-,-,"$8,845,525",100%,tt10097436,598389.0,"Chen Jianbin: 
Zhou Xun: 
Jessie Li: 
Leah Dou: 
Dong Chengpeng: 
Wang Xuebing: 
Niu Ben: 
Song Jia: 
Qian Yu: 
Liu Jinshan: 
Jia Bing: 
Huang Jianxin: 
Shi Hang: 
Fang Ling: 
Li Jiuxiao: 
"
171,172,The Vault,"$8,808,878",-,-,"$8,808,878",100%,tt9742794,630004.0,"Freddie Highmore: Thom Laybrick
Astrid Bergès-Frisbey: Lorraine
Sam Riley: James
Liam Cunningham: Walter Moreland
Jose Coronado: Gustavo
Luis Tosar: Simon
Emilio Gutiérrez Caba: Chairman
Axel Stein: Klaus
Daniel Holguín: Muñoz
Famke Janssen: Margaret
James Giblin: Thom's Father
Frank Feys: Crew Member
Fernando Martín: Craig
Vicente Gil: Cleaning Company Manager
Bill Dixon: Judge
Reg Wilson: Spanish Crown Council
Julius Cotter: Executive 1
Craig Stevenson: Executive 2
Eric Goode: Executive 5
Chen Lu: Executive 6
Hunter Tremayne: Executive 7
Del Mar Richardson: Executive 8
David Chevers: Gallery Manager
Jacobo Dicenta: Checkpoint Guard
Ignacio Duran: Executive
Juan Capilla: Captain De Ríos
Tomás del Estal: Police Chief
Julio Vélez: Castaño
Fernando Moraleda: Antique Dealer
Pino Montesdeoca: Professor
Silvia de Pé: Guard
Joaquín Molla: Main Guard (Martínez)
Phillip Rogers: Jones
Ramón Robles: Guard 1
Josan Grau: Cleaner
Mario Mayo: Ducts Guard
Robert Crumpton: Maitre
Juan Dávila: Aragon Soldier
Simon Cohen: Bank of England Manager
Ferran Terraza: Technician
Pepe Carrasco: Garage Man
Juan Pedro Roldán: Executive 9
Javier Garrido García: Turista Aeropuerto
"
172,173,Kaguya-sama: Love Is War,"$8,794,981",-,-,"$8,794,981",100%,tt9522300,,
173,174,Agent Backkom: Kings Bear,"$8,500,000",-,-,"$8,500,000",100%,tt15114656,,
174,175,Honey Lemon Soda,"$8,441,488",-,-,"$8,441,488",100%,tt14311250,853821.0,"Mayu Hotta: Kanno Serina
Murakami Maito Raul: Miura Kai
Ai Yoshikawa: Ishimori Uka
Tatsuomi Hamada: Takamine Tomoya
Ryota Bando: Seto Satoru
Natsumi Okamoto: Endo Ayumi
"
175,176,Delicious,"$8,407,981",-,-,"$8,407,981",100%,tt6059460,,
176,177,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,377,569",-,-,"$8,377,569",100%,,,
177,178,The Medium,"$8,357,445",-,-,"$8,357,445",100%,tt13446168,745881.0,"Narilya Gulmongkolpech: Mink
Sawanee Utoomma: Nim
Sirani Yankittikan: Noi
Yasaka Chaisorn: Manit
Boonsong Nakphoo: Santi
Arunee Wattana: Pang
Thanutphon Boonsang: Lisa
Pakapol Srirongmuang: Producer
Akkaradech Rattanawong: Pong
Chatchawat Sanveang: Cameraman
Yossawat Sittiwong: Cameramen
Arnon Losiripanya: Cameramen
Klangchon Chuekham: Cameramen
Sayan Phiwchan: Santi's Disciples
Poon Mitpakdee: Mac
"
178,179,The Protégé,"$8,282,208","$7,446,823",89.9%,"$835,385",10.1%,tt6079772,645788.0,"Michael Keaton: Michael Rembrandt
Maggie Q: Anna
Samuel L. Jackson: Moody
David Rintoul: Edward Hayes
Patrick Malahide: Vohl
Ray Fearon: Duquet
Ori Pfeffer: Joe Athens
Robert Patrick: Billy Boy
Florin Piersic Jr.: Ram
Tudor Chirilă: Petru
Velizar Binev: Don Preda
George Pistereanu: Vali
Eva Nguyen Thorsen: Young Anna
Alexandru Bordea: Anna's Father
Tanja Keller: Anna's Mother
Sara Maria Groseanu: Anna's Sister #1
Alina Wang: Anna's Sister #2
Taj Atwal: Seema
Caroline Loncq: Claudia
Gamba Cole: Benny
Phong Giang: Chu
Richenda Carey: Mother Lucia
Dimitar Nikolov: Lucas Hayes
Aida Economu: Anna's Friend #1
Madalina Anea: Anna's Friend #2
David Sterne: Doctor
Jack Derges: Randy
Stefan Ivanov: Doll
Lili Rich: Doll's Friend
Kent Sherwood: Tough Biker
Ekaterina Baker: Technician Lotta
Temirkhan Tursungaliyev: Border Guard
Dominte Cosmin: Anton
Carmen Palcu: Shop Clerk
Kiante Elam: Hitman
Duk Minh Than: Da Nang Taxi Driver
Don Michael Paul: Steverino
Chunsheng He: Fisherman #1
Tiechen Zhang: Fisherman #2
Miylin Georgieva Noveva: Nun Bringing the Papers
Hai Anh Kong Vu: Boy Playing the Flute
Florin Zhang: Bodyguard (uncredited)
Dorin Zaharia: (uncredited)
"
179,180,I Don't Have Any Money Left in My Retirement Account,"$8,204,616",-,-,"$8,204,616",100%,tt11354164,704035.0,"Yuki Amami: 後藤篤子
Yutaka Matsushige: 後藤章
Mitsuko Kusabue: 後藤芳乃
Rie Shibata: 神田サツキ
Yua Shinkawa: 後藤まゆみ
Ryo Kato: 松平琢磨
Mayumi Wakamura: 桜井志津子
Tomochika: 本間
Maryjun Takahashi: レイナ
Raita Ryu: 後藤太平
Yumiko Fujita: 後藤波子
Sandayuu Dokumamushi: 大泉健三
Show Aikawa: 天馬
Koki Mitani: 森口
Masanori ishii: 
Kensuke Sasaki: 
Hisako Sasaki: 
Raita Ryu: 
Koki Mitani: 
Yumiko Fujita: 
"
180,181,The Worst Person in the World,"$8,172,480","$2,232,683",27.3%,"$5,939,797",72.7%,tt10370710,660120.0,"Renate Reinsve: Julie
Anders Danielsen Lie: Aksel
Herbert Nordrum: Eivind
Hans Olav Brenner: Ole Magnus
Helene Bjørnebye: Karianne
Vidar Sandem: Per Harald
Maria Grazia Di Meo: Sunniva
Lasse Gretland: Kristoffer
Karen Røise Kielland: Tone
Marianne Krogh: Eva
Thea Stabell: Ase
Deniz Kaya: Adil
Eia Skjønsberg: Synne
Nataniel Nordnes: Comic Book Fan
Rebekka Jynge: Marthe Refstad
Gisle Tveito: TV Debate Sound Engineer
Anna Dworak: Kathrine
Karla Nitteberg Aspelin: Anna
Sofia Schandy Bloch: Nathalie
Savannah Marie Schei: Eva
Ruby Dagnall: 
Ine Jansen: Narrator
"
181,182,White Snake 2: Green Snake,"$8,170,000",-,-,"$8,170,000",100%,tt15000314,795607.0,"Tang Xiaoxi: Verta (voice)
Zhang Fuzheng: Masked Man (voice)
Wei Chao: Sima (voice)
Zhao Mingzhou: 牛头帮主 (voice)
Zheng Xiaopu: 宝青坊主(voice)
Ma Cheng: 老狐狸宝青坊主 (voice)
Song Xuchen: Fahai (voice)
Qiu Qiu: 孙姐(voice)
Zhang Kai: 
Xu Jiaqi: 
Guan Shuai: 
Zhang Biyu: 
Zhang Zhe: Blanca (voice)
Yang Tianxiang: 
Song Ming: 
Lin Qiang: 
"
182,183,New Happy Dad and Son 4,"$8,070,000",-,-,"$8,070,000",100%,tt14760652,840435.0,"Chen Yi: 大头儿子（配音）
Dong Hao: 小头爸爸（配音）
Ju Ping: 围裙妈妈（配音）
陈苏: 棉花糖（配音）
耿晨晨: 完美爸爸（配音）
"
183,184,Sunny Sisters,"$7,880,000",-,-,"$7,880,000",100%,tt14849368,,
184,185,Hard Hit,"$7,633,895",-,-,"$7,633,895",100%,tt14980972,654739.0,"Jo Woo-jin: Seong-gyu
Lee Jae-in: Hye-in
Ji Chang-wook: Jin-woo
Jin Kyung: Young-hee
Kim Ji-ho: Yeon-soo
Jun Suk-ho: Jeong-ho
Jung In-gi: Vice president
Ryu Seung-su: Police chief
Jeon Kwang-jin: Police
Jung Ae-yeun: Jeong-ho's wife
Lee Seol: Eun-young
Nam Myung-ryeol: CEO
"
185,186,Little Canned Men,"$7,600,000",-,-,"$7,600,000",100%,tt15547890,872086.0,"Zhuang Zexi: 
Tian Yu: 
Bai Yao: 
"
186,187,Pushpa: The Rise - Part 1,"$7,592,374","$1,320,000",17.4%,"$6,272,374",82.6%,tt9389998,690957.0,"Allu Arjun: Pushpa Raj
Rashmika Mandanna: Srivalli
Fahadh Faasil: Bhanwar Singh Shekhawat
Jagadeesh Prathap Bandari: Kesava aka Mondelu
Sunil Varma: Mangalam Srinu
Rao Ramesh: Bhumireddy Siddappa Naidu
Dhananjay: Jolly Reddy
Anasuya Bharadwaj: Dakshayani
Ajay: Pushpa's Half Brother #1
Ajay Ghosh: Konda Reddy
SriTej: Pushpa's Half Brother #2
Shatru: DSP Govindappa
Shanmukh: Jakka Reddy
Pavari: Pushpa's Niece
Mime Gopi: Chennai Murugan
Samantha Ruth Prabhu: Special Appearance in the Song ""Oo Antava Oo Oo Antava""
Raj Tirandasu: Mogilees
Kalpalatha: Parvatamma
Brahmaji: SI Kupparaj
Malavika Wales: Anu
Rajsekhar Aningi: Subba Reddy
Dayanand Reddy: Munirathnam
Meesam Suresh: 
"
